bio_id,name,chamber,party,twitter_accounts_json,birthday,gender
W000804,Rob Wittman,house,R,"[{""id"": ""15356407"", ""screen_name"": ""RobWittman"", ""account_type"": ""office""}, {""id"": ""46184745"", ""screen_name"": ""ReElectWittman"", ""account_type"": ""campaign""}]",1959-02-03,M
G000595,Robert Good,house,R,"[{""screen_name"": ""RepBobGood"", ""id"": ""1345536897838436353"", ""account_type"": ""office""}, {""id"": ""1191470062340845568"", ""screen_name"": ""GoodForCongress"", ""account_type"": ""campaign""}]",1965-09-11,M
T000477,Scott Taylor,house,R,"[{""id"": ""42337890"", ""screen_name"": ""Scotttaylorva"", ""account_type"": ""campaign""}, {""id"": ""837722935095930883"", ""screen_name"": ""RepScottTaylor"", ""account_type"": ""office""}]",1979-06-27,M
G000580,Tom Garrett Jr.,house,R,"[{""id"": ""323293114"", ""screen_name"": ""GarrettforVA"", ""account_type"": ""campaign""}, {""id"": ""818460870573441028"", ""screen_name"": ""RepTomGarrett"", ""account_type"": ""office"", ""prev_names"": [""Rep_Tom_Garrett""]}]",1972-03-27,M
P000610,Stacey Plaskett,house,D,"[{""id"": ""2724095695"", ""screen_name"": ""StaceyPlaskett"", ""account_type"": ""office""}]",1966-05-13,F
W000800,Peter Welch,house,D,"[{""id"": ""499109830"", ""screen_name"": ""WelchForVT"", ""account_type"": ""campaign""}, {""id"": ""1410590874"", ""screen_name"": ""PeterWelch"", ""account_type"": ""office""}]",1947-05-02,M
S000510,Adam Smith,house,D,"[{""id"": ""50789200"", ""screen_name"": ""electadamsmith"", ""account_type"": ""campaign""}, {""id"": ""58928690"", ""screen_name"": ""RepAdamSmith"", ""account_type"": ""office""}]",1965-06-15,M
M001159,Cathy McMorris Rodgers,house,R,"[{""id"": ""17976923"", ""screen_name"": ""cathymcmorris"", ""account_type"": ""office""}, {""id"": ""130733698"", ""screen_name"": ""TeamCMR"", ""account_type"": ""campaign""}]",1969-05-22,F
N000189,Dan Newhouse,house,R,"[{""id"": ""2375967966"", ""screen_name"": ""Newhouse4Rep"", ""account_type"": ""campaign""}, {""id"": ""2930635215"", ""screen_name"": ""RepNewhouse"", ""account_type"": ""office""}]",1955-07-10,M
R000578,Dave Reichert,house,R,"[{""id"": ""16102244"", ""screen_name"": ""davereichert"", ""account_type"": ""office""}, {""id"": ""121534796"", ""screen_name"": ""TeamReichert"", ""account_type"": ""campaign""}]",1950-08-29,M
H001064,Denny Heck,house,D,"[{""id"": ""64248024"", ""screen_name"": ""DennyHeck"", ""account_type"": ""campaign""}, {""id"": ""1068499286"", ""screen_name"": ""RepDennyHeck"", ""account_type"": ""office""}]",1952-07-29,M
K000381,Derek Kilmer,house,D,"[{""id"": ""120518554"", ""screen_name"": ""DerekKilmer"", ""account_type"": ""campaign""}, {""id"": ""1058917562"", ""screen_name"": ""RepDerekKilmer"", ""account_type"": ""office""}]",1974-01-01,M
H001056,Jaime Herrera Beutler,house,R,"[{""id"": ""97963837"", ""screen_name"": ""JaimeForUSRep"", ""account_type"": ""campaign"", ""prev_names"": [""JaimeLHerrera""]}, {""id"": ""242926427"", ""screen_name"": ""HerreraBeutler"", ""account_type"": ""office""}]",1978-11-03,F
S001216,Kim Schrier,house,D,"[{""account_type"": ""office"", ""screen_name"": ""RepKimSchrier"", ""id"": ""1080462532815532032""}, {""account_type"": ""campaign"", ""screen_name"": ""DrKimSchrier"", ""id"": ""862393019173003264""}]",1968-08-23,F
S001159,Marilyn Strickland,house,D,"[{""screen_name"": ""RepStricklandWA"", ""id"": ""1343646545955213312"", ""account_type"": ""office""}, {""id"": ""1206654366758785024"", ""screen_name"": ""StricklandforWA"", ""account_type"": ""campaign""}]",1962-09-25,F
J000298,Pramila Jayapal,house,D,"[{""id"": ""193441812"", ""screen_name"": ""PramilaJayapal"", ""account_type"": ""campaign""}, {""id"": ""815733290955112448"", ""screen_name"": ""RepJayapal"", ""account_type"": ""office""}]",1965-09-21,F
L000560,Rick Larsen,house,D,"[{""account_type"": ""campaign"", ""screen_name"": ""larsenrick"", ""id"": ""158520264""}, {""id"": ""404132211"", ""screen_name"": ""RepRickLarsen"", ""account_type"": ""office""}]",1965-06-15,M
D000617,Suzan DelBene,house,D,"[{""id"": ""41225640"", ""screen_name"": ""SuzanDelBene"", ""account_type"": ""campaign""}, {""id"": ""995193054"", ""screen_name"": ""RepDelBene"", ""account_type"": ""office""}]",1962-02-17,F
S001213,Bryan Steil,house,R,"[{""account_type"": ""office"", ""screen_name"": ""RepBryanSteil"", ""id"": ""1075205691621720064""}, {""account_type"": ""campaign"", ""screen_name"": ""BryanSteil"", ""id"": ""986423555025002497"", ""prev_names"": [""BryanSteilforWI""]}]",1981-03-30,M
G000576,Glenn Grothman,house,R,"[{""id"": ""2432952828"", ""screen_name"": ""GrothmanforWI"", ""account_type"": ""campaign""}, {""id"": ""2976606250"", ""screen_name"": ""RepGrothman"", ""account_type"": ""office""}]",1955-07-03,M
M001160,Gwen Moore,house,D,"[{""id"": ""22669526"", ""screen_name"": ""RepGwenMoore"", ""account_type"": ""office""}, {""id"": ""784965392"", ""screen_name"": ""Gwen4Congress"", ""account_type"": ""campaign""}]",1951-04-18,F
S000244,Jim Sensenbrenner,house,R,"[{""id"": ""851621377"", ""screen_name"": ""JimPressOffice"", ""account_type"": ""office"", ""deleted"": true}]",1943-06-14,M
P000607,Mark Pocan,house,D,"[{""id"": ""309070309"", ""screen_name"": ""MarkPocan"", ""account_type"": ""campaign""}, {""id"": ""1206227149"", ""screen_name"": ""repmarkpocan"", ""account_type"": ""office""}]",1964-08-14,M
G000579,Mike Gallagher,house,R,"[{""id"": ""1558285818"", ""screen_name"": ""MikeforWI"", ""account_type"": ""campaign""}, {""id"": ""815966620300480514"", ""screen_name"": ""RepGallagher"", ""account_type"": ""office""}]",1984-03-03,M
R000570,Paul Ryan,house,R,"[{""id"": ""18916432"", ""screen_name"": ""SpeakerRyan"", ""account_type"": ""office""}, {""id"": ""733751245"", ""screen_name"": ""PRyan"", ""account_type"": ""office""}]",1970-01-29,M
K000188,Ron Kind,house,D,"[{""id"": ""112740986"", ""screen_name"": ""RepRonKind"", ""account_type"": ""office""}, {""id"": ""156045092"", ""screen_name"": ""KindforCongress"", ""account_type"": ""campaign""}]",1963-03-16,M
F000471,Scott Fitzgerald,house,R,"[{""screen_name"": ""RepFitzgerald"", ""id"": ""1004891731"", ""account_type"": ""office""}, {""id"": ""1169399788539928576"", ""screen_name"": ""FitzgeraldForWI"", ""account_type"": ""campaign""}]",1963-11-16,M
D000614,Sean Duffy,house,R,"[{""id"": ""18229117"", ""screen_name"": ""Duffy4Wisconsin"", ""account_type"": ""campaign""}, {""id"": ""234022257"", ""screen_name"": ""RepSeanDuffy"", ""account_type"": ""office""}]",1971-10-03,M
T000165,Thomas Tiffany,house,R,"[{""id"": ""3389296557"", ""screen_name"": ""TomTiffanyWI"", ""account_type"": ""campaign""}, {""id"": ""1267841066335682562"", ""screen_name"": ""RepTiffany"", ""account_type"": ""office""}]",1957-12-30,M
M001195,Alex Mooney,house,R,"[{""id"": ""1491350114"", ""screen_name"": ""MooneyforWV"", ""account_type"": ""campaign""}, {""id"": ""2964526557"", ""screen_name"": ""RepAlexMooney"", ""account_type"": ""office""}]",1971-06-05,M
M001205,Carol Miller,house,R,"[{""account_type"": ""campaign"", ""screen_name"": ""CarolMillerWV"", ""id"": ""841994444""}, {""account_type"": ""office"", ""screen_name"": ""RepCarolMiller"", ""id"": ""1081318716573470720""}]",1950-11-04,F
M001180,David McKinley,house,R,"[{""id"": ""101843722"", ""screen_name"": ""mckinley4cong"", ""account_type"": ""campaign""}, {""id"": ""240427862"", ""screen_name"": ""RepMcKinley"", ""account_type"": ""office""}, {""id"": ""2493604807"", ""screen_name"": ""McKinleyforWV"", ""account_type"": ""campaign""}]",1947-03-28,M
J000297,Evan Jenkins,house,R,"[{""id"": ""1635375612"", ""screen_name"": ""EvanJenkinsWV"", ""account_type"": ""campaign""}, {""id"": ""2953713339"", ""screen_name"": ""RepEvanJenkins"", ""account_type"": ""office"", ""deleted"": true}]",1960-09-12,M
C001109,Liz Cheney,house,R,"[{""id"": ""98471035"", ""screen_name"": ""Liz_Cheney"", ""account_type"": ""campaign""}, {""id"": ""816719802328715264"", ""screen_name"": ""RepLizCheney"", ""account_type"": ""office""}]",1966-07-28,F
S001198,Dan Sullivan,senate,R,"[{""id"": ""1869975300"", ""screen_name"": ""DanSullivan_AK"", ""account_type"": ""campaign"", ""prev_names"": [""DanSullivan2014""]}, {""id"": ""2891210047"", ""screen_name"": ""SenDanSullivan"", ""account_type"": ""office""}]",1964-11-13,M
M001153,Lisa Murkowski,senate,R,"[{""id"": ""18061669"", ""screen_name"": ""lisamurkowski"", ""account_type"": ""office""}, {""id"": ""151247615"", ""screen_name"": ""LisaForSenate"", ""account_type"": ""campaign""}]",1957-05-22,F
J000300,Doug Jones,senate,D,"[{""id"": ""239548513"", ""screen_name"": ""DougJones"", ""account_type"": ""campaign"", ""prev_names"": [""GDouglasJones""]}, {""id"": ""941080085121175552"", ""screen_name"": ""SenDougJones"", ""account_type"": ""office""}, {""id"": ""1085336531567628288"", ""screen_name"": ""DougJonesHQ"", ""account_type"": ""campaign""}]",1954-05-04,M
S001202,Luther Strange,senate,R,"[{""id"": ""15141113"", ""screen_name"": ""lutherstrange"", ""account_type"": ""campaign""}, {""id"": ""829794295355940866"", ""screen_name"": ""SenatorStrange"", ""account_type"": ""office""}]",1953-03-01,M
S000320,Richard Shelby,senate,R,"[{""id"": ""21111098"", ""screen_name"": ""SenShelby"", ""account_type"": ""office""}, {""id"": ""4011378557"", ""screen_name"": ""ShelbyForSenate"", ""account_type"": ""campaign""}]",1934-05-06,M
T000278,Tommy Tuberville,senate,R,"[{""id"": ""110798061"", ""screen_name"": ""TTuberville"", ""account_type"": ""campaign""}, {""screen_name"": ""SenTuberville"", ""id"": ""1345739193721487362"", ""account_type"": ""office""}]",1954-09-18,M
B001236,John Boozman,senate,R,"[{""id"": ""5558312"", ""screen_name"": ""JohnBoozman"", ""account_type"": ""office""}, {""id"": ""111671288"", ""screen_name"": ""Boozman4AR"", ""account_type"": ""campaign""}]",1950-12-10,M
C001095,Tom Cotton,senate,R,"[{""id"": ""343041182"", ""screen_name"": ""TomCottonAR"", ""account_type"": ""campaign""}, {""id"": ""968650362"", ""screen_name"": ""SenTomCotton"", ""account_type"": ""office""}]",1977-05-13,M
F000444,Jeff Flake,senate,R,"[{""id"": ""16056306"", ""screen_name"": ""JeffFlake"", ""account_type"": ""office""}, {""id"": ""254603726"", ""screen_name"": ""TeamFlake"", ""account_type"": ""campaign""}, {""id"": ""259459455"", ""screen_name"": ""FlakeforSenate"", ""account_type"": ""campaign""}]",1962-12-31,M
M000303,John McCain,senate,R,"[{""id"": ""4107251"", ""screen_name"": ""TeamMcCain"", ""account_type"": ""campaign""}, {""id"": ""19394188"", ""screen_name"": ""SenJohnMcCain"", ""account_type"": ""office""}]",1936-08-29,M
S001191,Kyrsten Sinema,senate,D,"[{""id"": ""20747881"", ""screen_name"": ""kyrstensinema"", ""account_type"": ""campaign""}, {""id"": ""1080844782"", ""screen_name"": ""SenatorSinema"", ""account_type"": ""office"", ""prev_names"": [""RepSinema""]}]",1976-07-12,F
K000377,Mark Kelly,senate,D,"[{""id"": ""65707359"", ""screen_name"": ""CaptMarkKelly"", ""account_type"": ""campaign""}, {""screen_name"": ""SenMarkKelly"", ""id"": ""1324926274888888320"", ""account_type"": ""office""}]",1964-02-21,M
M001197,Martha McSally,senate,R,"[{""id"": ""482450423"", ""screen_name"": ""MarthaMcSallyAZ"", ""account_type"": ""campaign"", ""prev_names"": [""MarthaMcSally""]}, {""id"": ""2964949642"", ""screen_name"": ""MarthaMcSally"", ""account_type"": ""office"", ""prev_names"": [""RepMcSally"", ""SenMcSallyAZ""]}, {""id"": ""968590415740813314"", ""screen_name"": ""TeamMcSally"", ""account_type"": ""campaign""}]",1966-03-22,F
P000145,Alex Padilla,senate,D,"[{""id"": ""82489457"", ""screen_name"": ""AlexPadilla4CA"", ""account_type"": ""campaign""}, {""id"": ""1351236267707654145"", ""screen_name"": ""SenAlexPadilla"", ""account_type"": ""office""}]",1973-03-22,M
F000062,Dianne Feinstein,senate,D,"[{""id"": ""378631423"", ""screen_name"": ""DianneFeinstein"", ""account_type"": ""campaign""}, {""id"": ""476256944"", ""screen_name"": ""SenFeinstein"", ""account_type"": ""office""}]",1933-06-22,F
H001075,Kamala Harris,senate,D,"[{""id"": ""30354991"", ""screen_name"": ""KamalaHarris"", ""account_type"": ""campaign""}, {""id"": ""803694179079458816"", ""screen_name"": ""VP"", ""account_type"": ""office"", ""prev_names"": [""SenKamalaHarris""]}]",1964-10-20,F
G000562,Cory Gardner,senate,R,"[{""account_type"": ""campaign"", ""screen_name"": ""CoryGardner"", ""id"": ""20879626""}, {""id"": ""235217558"", ""screen_name"": ""SenCoryGardner"", ""account_type"": ""office""}]",1974-08-22,M
H000273,John W. Hickenlooper,senate,D,"[{""id"": ""117839957"", ""screen_name"": ""Hickenlooper"", ""account_type"": ""campaign""}, {""id"": ""1318728336923787264"", ""screen_name"": ""SenatorHick"", ""account_type"": ""office""}]",1952-02-07,M
B001267,Michael Bennet,senate,D,"[{""id"": ""45645232"", ""screen_name"": ""MichaelBennet"", ""account_type"": ""campaign"", ""prev_names"": [""BennetForCO""]}, {""id"": ""224285242"", ""screen_name"": ""SenatorBennet"", ""account_type"": ""office"", ""prev_names"": [""SenBennetCO""]}]",1964-11-28,M
M001169,Chris Murphy,senate,D,"[{""id"": ""150078976"", ""screen_name"": ""ChrisMurphyCT"", ""account_type"": ""campaign""}, {""id"": ""2853793517"", ""screen_name"": ""SenMurphyOffice"", ""account_type"": ""office""}]",1973-08-03,M
B001277,Richard Blumenthal,senate,D,"[{""id"": ""102477372"", ""screen_name"": ""DickBlumenthal"", ""account_type"": ""campaign""}, {""id"": ""278124059"", ""screen_name"": ""SenBlumenthal"", ""account_type"": ""office""}]",1946-02-13,M
C001088,Chris Coons,senate,D,"[{""id"": ""15324851"", ""screen_name"": ""ChrisCoons"", ""account_type"": ""campaign""}, {""id"": ""435500714"", ""screen_name"": ""SenCoonsOffice"", ""account_type"": ""office""}, {""id"": ""823302838524739584"", ""screen_name"": ""ChrisCoonsforDE"", ""account_type"": ""campaign""}]",1963-09-09,M
C000174,Tom Carper,senate,D,"[{""id"": ""249787913"", ""screen_name"": ""SenatorCarper"", ""account_type"": ""office""}, {""id"": ""381577682"", ""screen_name"": ""TomCarperforDE"", ""account_type"": ""campaign""}]",1947-01-23,M
N000032,Bill Nelson,senate,D,"[{""id"": ""20597460"", ""screen_name"": ""SenBillNelson"", ""account_type"": ""office""}, {""id"": ""555355209"", ""screen_name"": ""NelsonForSenate"", ""account_type"": ""campaign""}]",1942-09-29,M
R000595,Marco Rubio,senate,R,"[{""id"": ""15745368"", ""screen_name"": ""marcorubio"", ""account_type"": ""campaign""}, {""id"": ""229966028"", ""screen_name"": ""SenRubioPress"", ""account_type"": ""office""}]",1971-05-28,M
S001217,Rick Scott,senate,R,"[{""account_type"": ""office"", ""screen_name"": ""SenRickScott"", ""id"": ""131546062""}, {""account_type"": ""campaign"", ""screen_name"": ""ScottforFlorida"", ""id"": ""306389855""}]",1952-12-01,M
P000612,David Perdue,senate,R,"[{""id"": ""1397501864"", ""screen_name"": ""Perduesenate"", ""account_type"": ""campaign""}, {""id"": ""2863210809"", ""screen_name"": ""sendavidperdue"", ""account_type"": ""office""}, {""id"": ""1120724841286504448"", ""screen_name"": ""TeamPerdue"", ""account_type"": ""campaign""}]",1949-12-10,M
I000055,Johnny Isakson,senate,R,"[{""id"": ""78403308"", ""screen_name"": ""SenatorIsakson"", ""account_type"": ""office""}, {""id"": ""253252536"", ""screen_name"": ""JohnnyIsakson"", ""account_type"": ""campaign""}]",1944-12-28,M
O000174,Jon Ossoff,senate,D,"[{""id"": ""521747968"", ""screen_name"": ""ossoff"", ""account_type"": ""campaign""}, {""id"": ""850138362270949380"", ""screen_name"": ""TeamOssoff"", ""account_type"": ""campaign""}, {""screen_name"": ""SenOssoff"", ""id"": ""1356714265894408196"", ""account_type"": ""office""}]",1987-02-16,M
L000594,Kelly Loeffler,senate,R,"[{""id"": ""29495695"", ""screen_name"": ""kloeffler"", ""account_type"": ""campaign""}, {""id"": ""1200451909406121984"", ""screen_name"": ""SenatorLoeffler"", ""account_type"": ""office""}]",1970-11-27,F
W000790,Raphael G. Warnock,senate,D,"[{""id"": ""1221242033530195970"", ""screen_name"": ""ReverendWarnock"", ""account_type"": ""campaign""}, {""screen_name"": ""SenatorWarnock"", ""id"": ""1352287997853622273"", ""account_type"": ""office""}]",1969-07-23,M
S001194,Brian Schatz,senate,D,"[{""id"": ""47747074"", ""screen_name"": ""brianschatz"", ""account_type"": ""campaign""}, {""id"": ""1262099252"", ""screen_name"": ""SenBrianSchatz"", ""account_type"": ""office""}, {""id"": ""1284467173"", ""screen_name"": ""SchatzforHawaii"", ""account_type"": ""campaign""}]",1972-10-20,M
H001042,Mazie Hirono,senate,D,"[{""id"": ""92186819"", ""screen_name"": ""maziehirono"", ""account_type"": ""office""}, {""id"": ""169198625"", ""screen_name"": ""mazieforhawaii"", ""account_type"": ""campaign""}]",1947-11-03,F
G000386,Chuck Grassley,senate,R,"[{""id"": ""10615232"", ""screen_name"": ""ChuckGrassley"", ""account_type"": ""office""}, {""id"": ""118740781"", ""screen_name"": ""GrassleyWorks"", ""account_type"": ""campaign""}, {""id"": ""294126378"", ""screen_name"": ""GrassleyPress"", ""account_type"": ""office""}]",1933-09-17,M
E000295,Joni Ernst,senate,R,"[{""id"": ""1383059977"", ""screen_name"": ""joniernst"", ""account_type"": ""campaign""}, {""id"": ""1952510636"", ""screen_name"": ""TeamJoni"", ""account_type"": ""campaign"", ""prev_names"": [""joniforiowa""]}, {""id"": ""2856787757"", ""screen_name"": ""SenJoniErnst"", ""account_type"": ""office""}]",1970-07-01,F
R000584,Jim Risch,senate,R,"[{""id"": ""1095504170"", ""screen_name"": ""JimRisch"", ""account_type"": ""campaign""}, {""id"": ""1096059529"", ""screen_name"": ""SenatorRisch"", ""account_type"": ""office""}, {""id"": ""1148757025012277249"", ""screen_name"": ""Risch4Idaho"", ""account_type"": ""campaign""}]",1943-05-03,M
C000880,Mike Crapo,senate,R,"[{""id"": ""413160266"", ""screen_name"": ""crapoforsenate"", ""account_type"": ""campaign"", ""prev_names"": [""crapo4senate""]}, {""id"": ""600463589"", ""screen_name"": ""MikeCrapo"", ""account_type"": ""office""}]",1951-05-20,M
D000563,Dick Durbin,senate,D,"[{""id"": ""247334603"", ""screen_name"": ""SenatorDurbin"", ""account_type"": ""office""}, {""id"": ""308794407"", ""screen_name"": ""DickDurbin"", ""account_type"": ""campaign""}]",1944-11-21,M
D000622,Tammy Duckworth,senate,D,"[{""id"": ""18468374"", ""screen_name"": ""TammyDuckworth_"", ""account_type"": ""campaign"", ""prev_names"": [""tammyduckworth""]}, {""id"": ""328679423"", ""screen_name"": ""TammyDuckworth"", ""account_type"": ""campaign"", ""prev_names"": [""TammyforIL""]}, {""id"": ""1058520120"", ""screen_name"": ""SenDuckworth"", ""account_type"": ""office""}]",1968-03-12,F
D000607,Joe Donnelly,senate,D,"[{""id"": ""216503958"", ""screen_name"": ""SenDonnelly"", ""account_type"": ""office""}, {""id"": ""259079896"", ""screen_name"": ""JoeforIndiana"", ""account_type"": ""campaign""}]",1955-09-28,M
B001310,Mike Braun,senate,R,"[{""account_type"": ""campaign"", ""screen_name"": ""braun4indiana"", ""id"": ""1861019372""}, {""account_type"": ""office"", ""screen_name"": ""SenatorBraun"", ""id"": ""1080870981877534720""}]",1954-03-24,M
Y000064,Todd Young,senate,R,"[{""id"": ""59969802"", ""screen_name"": ""ToddYoungIN"", ""account_type"": ""campaign""}, {""id"": ""234128524"", ""screen_name"": ""SenToddYoung"", ""account_type"": ""office""}]",1972-08-24,M
M000934,Jerry Moran,senate,R,"[{""id"": ""18632666"", ""screen_name"": ""JerryMoran"", ""account_type"": ""office""}, {""id"": ""18632809"", ""screen_name"": ""moranforkansas"", ""account_type"": ""campaign""}]",1954-05-29,M
R000307,Pat Roberts,senate,R,"[{""id"": ""75364211"", ""screen_name"": ""SenPatRoberts"", ""account_type"": ""office""}, {""id"": ""586730005"", ""screen_name"": ""PatRoberts"", ""account_type"": ""campaign""}]",1936-04-20,M
M001198,Roger Marshall,senate,R,"[{""id"": ""1240107944"", ""screen_name"": ""RogerMarshallMD"", ""account_type"": ""campaign""}, {""id"": ""752364246218862592"", ""screen_name"": ""RepMarshall"", ""account_type"": ""office""}, {""screen_name"": ""SenatorMarshall"", ""id"": ""1336344005588738052"", ""account_type"": ""office""}]",1960-08-09,M
M000355,Mitch McConnell,senate,R,"[{""id"": ""19029580"", ""screen_name"": ""SRCC"", ""account_type"": ""office""}, {""id"": ""339822881"", ""screen_name"": ""McConnellPress"", ""account_type"": ""office""}, {""id"": ""365530059"", ""screen_name"": ""Team_Mitch"", ""account_type"": ""campaign""}, {""id"": ""1249982359"", ""screen_name"": ""LeaderMcConnell"", ""account_type"": ""office"", ""prev_names"": [""SenateMajLdr""]}]",1942-02-20,M
P000603,Rand Paul,senate,R,"[{""id"": ""39834947"", ""screen_name"": ""DrRandPaul"", ""account_type"": ""campaign""}, {""id"": ""216881337"", ""screen_name"": ""RandPaul"", ""account_type"": ""office""}]",1963-01-07,M
C001075,Bill Cassidy,senate,R,"[{""id"": ""55677432"", ""screen_name"": ""BillCassidy"", ""account_type"": ""campaign""}, {""id"": ""1017500185356853248"", ""screen_name"": ""SenBillCassidy"", ""account_type"": ""office""}]",1957-09-28,M
K000393,John Kennedy,senate,R,"[{""id"": ""26594419"", ""screen_name"": ""JohnKennedyLA"", ""account_type"": ""campaign""}, {""id"": ""816683274076614656"", ""screen_name"": ""SenJohnKennedy"", ""account_type"": ""office""}]",1951-11-21,M
M000133,Ed Markey,senate,D,"[{""id"": ""21406834"", ""screen_name"": ""SenMarkey"", ""account_type"": ""office""}, {""id"": ""1129029661"", ""screen_name"": ""EdMarkey"", ""account_type"": ""campaign""}]",1946-07-11,M
W000817,Elizabeth Warren,senate,D,"[{""id"": ""357606935"", ""screen_name"": ""ewarren"", ""account_type"": ""campaign"", ""prev_names"": [""elizabethforma""]}, {""id"": ""970207298"", ""screen_name"": ""SenWarren"", ""account_type"": ""office""}]",1949-06-22,F
C000141,Ben Cardin,senate,D,"[{""id"": ""109071031"", ""screen_name"": ""SenatorCardin"", ""account_type"": ""office""}, {""id"": ""278094476"", ""screen_name"": ""BenCardinforMD"", ""account_type"": ""campaign""}]",1943-10-05,M
V000128,Chris Van Hollen,senate,D,"[{""id"": ""18137749"", ""screen_name"": ""ChrisVanHollen"", ""account_type"": ""office""}, {""id"": ""3067974778"", ""screen_name"": ""VanHollenForMD"", ""account_type"": ""campaign""}]",1959-01-10,M
K000383,Angus King,senate,I,"[{""id"": ""516114909"", ""screen_name"": ""AngusforMaine"", ""account_type"": ""campaign""}, {""id"": ""1068481578"", ""screen_name"": ""SenAngusKing"", ""account_type"": ""office""}, {""id"": ""1068540380"", ""screen_name"": ""AngusKing2018"", ""account_type"": ""campaign""}]",1944-03-31,M
C001035,Susan Collins,senate,R,"[{""id"": ""13529632"", ""screen_name"": ""SenSusanCollins"", ""account_type"": ""campaign""}, {""id"": ""19726613"", ""screen_name"": ""SenatorCollins"", ""account_type"": ""office""}]",1952-12-07,F
S000770,Debbie Stabenow,senate,D,"[{""id"": ""20113797"", ""screen_name"": ""stabenow"", ""account_type"": ""campaign""}, {""id"": ""76456274"", ""screen_name"": ""SenStabenow"", ""account_type"": ""office""}]",1950-04-29,F
P000595,Gary Peters,senate,D,"[{""id"": ""145292853"", ""screen_name"": ""GaryPeters"", ""account_type"": ""campaign"", ""prev_names"": [""Peters4Michigan""]}, {""id"": ""236511574"", ""screen_name"": ""SenGaryPeters"", ""account_type"": ""office""}, {""id"": ""1288203526527684609"", ""screen_name"": ""TeamPetersHQ"", ""account_type"": ""campaign""}]",1958-12-01,M
F000457,Al Franken,senate,D,"[{""id"": ""7334402"", ""screen_name"": ""alfranken"", ""account_type"": ""campaign""}, {""id"": ""171968009"", ""screen_name"": ""SenFranken"", ""account_type"": ""office""}]",1951-05-21,M
K000367,Amy Klobuchar,senate,D,"[{""id"": ""22044727"", ""screen_name"": ""SenAmyKlobuchar"", ""account_type"": ""office""}, {""id"": ""33537967"", ""screen_name"": ""amyklobuchar"", ""account_type"": ""campaign""}]",1960-05-25,F
S001203,Tina Smith,senate,D,"[{""id"": ""47724293"", ""screen_name"": ""TinaSmithMN"", ""account_type"": ""campaign""}, {""id"": ""941000686275387392"", ""screen_name"": ""SenTinaSmith"", ""account_type"": ""office""}]",1958-03-04,F
M001170,Claire McCaskill,senate,D,"[{""id"": ""16160352"", ""screen_name"": ""clairecmc"", ""account_type"": ""campaign""}, {""id"": ""57065141"", ""screen_name"": ""McCaskillOffice"", ""account_type"": ""office""}, {""id"": ""143103639"", ""screen_name"": ""McCaskill4MO"", ""account_type"": ""campaign""}]",1953-07-24,F
H001089,Josh Hawley,senate,R,"[{""account_type"": ""campaign"", ""screen_name"": ""HawleyMO"", ""id"": ""2352629311""}, {""account_type"": ""office"", ""screen_name"": ""SenHawleyPress"", ""id"": ""1080960924687704064""}, {""account_type"": ""campaign"", ""screen_name"": ""TeamHawley"", ""id"": ""978689650209558530""}]",1979-12-31,M
B000575,Roy Blunt,senate,R,"[{""id"": ""21269970"", ""screen_name"": ""RoyBlunt"", ""account_type"": ""office""}, {""id"": ""120943265"", ""screen_name"": ""BluntBrigade"", ""account_type"": ""campaign""}, {""id"": ""238177562"", ""screen_name"": ""RoyBluntPress"", ""account_type"": ""office""}, {""id"": ""389554914"", ""screen_name"": ""RoyBluntMO"", ""account_type"": ""campaign""}]",1950-01-10,M
H001079,Cindy Hyde-Smith,senate,R,"[{""id"": ""262192574"", ""screen_name"": ""cindyhydesmith"", ""account_type"": ""campaign""}, {""id"": ""983348251972816896"", ""screen_name"": ""SenHydeSmith"", ""account_type"": ""office""}, {""id"": ""1006217719002357767"", ""screen_name"": ""TeamHydeSmith"", ""account_type"": ""campaign""}]",1959-05-10,F
W000437,Roger Wicker,senate,R,"[{""id"": ""11650762"", ""screen_name"": ""RogerWicker"", ""account_type"": ""campaign""}, {""id"": ""264219447"", ""screen_name"": ""SenatorWicker"", ""account_type"": ""office""}]",1951-07-05,M
C000567,Thad Cochran,senate,R,"[{""id"": ""555474658"", ""screen_name"": ""SenThadCochran"", ""account_type"": ""office""}]",1937-12-07,M
T000464,Jon Tester,senate,D,"[{""id"": ""16473577"", ""screen_name"": ""jontester"", ""account_type"": ""campaign""}, {""id"": ""515822213"", ""screen_name"": ""SenatorTester"", ""account_type"": ""office""}]",1956-08-21,M
D000618,Steve Daines,senate,R,"[{""id"": ""11651202"", ""screen_name"": ""SteveDaines"", ""account_type"": ""office""}, {""id"": ""214767677"", ""screen_name"": ""DainesforMT"", ""account_type"": ""campaign""}]",1962-08-20,M
B001135,Richard Burr,senate,R,"[{""id"": ""21157904"", ""screen_name"": ""SenatorBurr"", ""account_type"": ""office""}, {""id"": ""213339899"", ""screen_name"": ""BurrForSenate"", ""account_type"": ""campaign""}]",1955-11-30,M
